loan_id,origination_date,principal_amount,interest_rate,term_months,risk_grade,purpose,state,monthly_income
L03826,2024-02-07,100000,21.91,36,D,vehicle,Delhi,100000
L03827,2024-04-20,1000000,16.14,48,C,vehicle,Andhra Pradesh,75000
L03828,2024-04-10,100000,13.37,24,B,personal,Karnataka,35000
L03829,2024-12-23,150000,11.24,24,A,education,Karnataka,35000
L03830,2024-05-18,300000,11.18,12,A,vehicle,Kerala,100000
L03831,2024-11-17,50000,26.11,12,E,education,West Bengal,150000
L03832,2024-02-27,500000,13.32,12,B,education,Kerala,25000
L03833,2024-04-11,100000,14.34,48,B,education,Telangana,25000
L03834,2024-07-28,150000,13.47,48,B,consumer_durable,Maharashtra,50000
L03835,2024-02-01,100000,26.82,24,E,education,Kerala,25000
L03836,2024-06-27,1000000,16.58,12,C,personal,Telangana,150000
L03837,2024-04-09,150000,10.05,36,A,education,Gujarat,75000
L03838,2024-09-16,1000000,10.15,48,A,business,Maharashtra,150000
L03839,2024-03-12,500000,14.5,48,B,vehicle,Telangana,25000
L03840,2024-01-27,200000,20.24,24,D,consumer_durable,Rajasthan,150000
L03841,2024-12-25,50000,10.63,48,A,personal,Telangana,100000
L03842,2024-07-28,200000,16.12,48,C,personal,Maharashtra,50000
L03843,2024-10-28,300000,16.81,48,C,consumer_durable,Kerala,35000
L03844,2024-04-07,150000,21.97,48,D,personal,Maharashtra,75000
L03845,2024-01-26,500000,11.05,12,A,education,Andhra Pradesh,25000
L03846,2024-04-08,50000,11.12,24,A,vehicle,Delhi,35000
L03847,2024-09-25,750000,20.68,48,D,business,Delhi,150000
L03848,2024-11-06,200000,14.25,24,B,consumer_durable,Gujarat,100000
L03849,2024-09-28,1000000,16.37,36,C,education,Tamil Nadu,150000
L03850,2024-06-11,500000,14.49,12,B,vehicle,Kerala,25000
L03851,2024-04-10,750000,21.56,24,D,vehicle,West Bengal,75000
L03852,2024-08-07,200000,14.1,48,B,education,Telangana,35000
L03853,2024-12-08,50000,25.07,48,E,business,Andhra Pradesh,50000
L03854,2024-05-17,750000,13.84,48,B,consumer_durable,Delhi,25000
L03855,2024-03-02,1000000,14.53,48,B,vehicle,Karnataka,75000
L03856,2024-08-13,150000,14.15,12,B,personal,Delhi,50000
L03857,2024-02-24,50000,14.03,36,B,business,Karnataka,50000
L03858,2024-12-07,100000,14.41,48,B,personal,Karnataka,75000
L03859,2024-07-01,100000,13.2,24,B,consumer_durable,Karnataka,25000
L03860,2024-12-01,150000,13.8,36,B,business,Gujarat,150000
L03861,2024-05-06,750000,17.94,48,C,education,Telangana,75000
L03862,2024-04-16,300000,14.85,48,B,personal,Delhi,25000
L03863,2024-06-09,300000,11.26,36,A,education,Gujarat,150000
L03864,2024-04-01,750000,13.06,12,B,personal,Kerala,75000
L03865,2024-03-08,150000,16.3,48,C,education,Andhra Pradesh,50000
L03866,2024-12-25,100000,17.3,48,C,vehicle,West Bengal,100000
L03867,2024-01-19,500000,11.32,36,A,consumer_durable,Maharashtra,100000
L03868,2024-10-19,50000,11.56,12,A,consumer_durable,Gujarat,25000
L03869,2024-12-26,100000,13.38,36,B,personal,Telangana,50000
L03870,2024-04-28,300000,21.12,48,D,consumer_durable,Maharashtra,25000
L03871,2024-10-11,150000,17.62,36,C,personal,Delhi,35000
L03872,2024-10-24,500000,16.51,48,C,consumer_durable,Kerala,50000
L03873,2024-12-16,100000,11.96,36,A,consumer_durable,Tamil Nadu,75000
L03874,2024-02-14,50000,14.93,12,B,consumer_durable,Telangana,50000
L03875,2024-06-19,300000,14.39,24,B,vehicle,Gujarat,150000
L03876,2024-09-08,750000,11.42,24,A,consumer_durable,Delhi,150000
L03877,2024-11-22,1000000,14.44,12,B,personal,Karnataka,75000
L03878,2024-12-20,100000,10.25,36,A,business,Andhra Pradesh,75000
L03879,2024-05-28,200000,25.08,36,E,education,Delhi,25000
L03880,2024-12-21,300000,16.35,24,C,business,Gujarat,35000
L03881,2024-08-06,200000,17.28,48,C,business,West Bengal,150000
L03882,2024-01-05,100000,14.32,48,B,business,West Bengal,50000
L03883,2024-02-11,1000000,16.19,24,C,personal,Rajasthan,75000
L03884,2024-12-01,300000,25.15,48,E,education,Karnataka,25000
L03885,2024-07-09,100000,25.15,36,E,consumer_durable,Karnataka,25000
L03886,2024-10-15,200000,25.12,36,E,business,Tamil Nadu,150000
L03887,2024-12-27,1000000,16.43,36,C,vehicle,Telangana,75000
L03888,2024-09-22,1000000,26.94,48,E,consumer_durable,Maharashtra,25000
L03889,2024-06-08,100000,14.27,24,B,business,Karnataka,35000
L03890,2024-03-25,50000,11.1,24,A,consumer_durable,Andhra Pradesh,100000
L03891,2024-11-13,50000,26.23,48,E,personal,Tamil Nadu,100000
L03892,2024-04-27,200000,14.1,36,B,consumer_durable,Karnataka,75000
L03893,2024-12-01,150000,14.95,12,B,vehicle,Andhra Pradesh,25000
L03894,2024-04-16,50000,20.89,12,D,education,Rajasthan,150000
L03895,2024-10-08,750000,14.5,24,B,personal,Andhra Pradesh,150000
L03896,2024-05-20,200000,10.55,24,A,consumer_durable,Andhra Pradesh,150000
L03897,2024-11-06,1000000,14.73,48,B,business,Maharashtra,75000
L03898,2024-07-11,300000,17.62,48,C,vehicle,West Bengal,75000
L03899,2024-10-17,300000,13.18,24,B,education,Karnataka,75000
L03900,2024-10-12,300000,26.0,12,E,personal,Telangana,50000
L03901,2024-01-06,150000,14.51,48,B,vehicle,West Bengal,100000
L03902,2024-03-28,200000,25.12,48,E,business,Gujarat,35000
L03903,2024-04-08,500000,26.9,12,E,education,Maharashtra,75000
L03904,2024-01-24,300000,17.55,48,C,vehicle,Gujarat,25000
L03905,2024-03-09,500000,13.29,48,B,consumer_durable,Andhra Pradesh,50000
L03906,2024-04-16,500000,11.42,12,A,personal,Gujarat,35000
L03907,2024-04-07,750000,14.2,24,B,consumer_durable,West Bengal,35000
L03908,2024-09-12,300000,10.26,48,A,vehicle,Rajasthan,35000
L03909,2024-03-06,200000,13.99,36,B,education,Telangana,25000
L03910,2024-12-23,200000,11.43,12,A,personal,Rajasthan,150000
L03911,2024-05-02,150000,17.31,24,C,consumer_durable,Maharashtra,50000
L03912,2024-04-22,200000,11.77,12,A,education,Rajasthan,35000
L03913,2024-02-05,500000,13.8,36,B,consumer_durable,Rajasthan,150000
L03914,2024-08-04,300000,20.93,36,D,personal,Andhra Pradesh,75000
L03915,2024-11-21,750000,14.08,48,B,business,Gujarat,150000
L03916,2024-12-05,300000,14.46,12,B,business,Andhra Pradesh,150000
L03917,2024-11-06,200000,16.93,48,C,business,Maharashtra,50000
L03918,2024-08-07,150000,11.26,48,A,education,Rajasthan,50000
L03919,2024-03-17,300000,17.45,24,C,education,Maharashtra,35000
L03920,2024-11-22,1000000,17.83,24,C,vehicle,Karnataka,150000
L03921,2024-10-17,200000,13.33,36,B,education,West Bengal,50000
L03922,2024-12-01,100000,17.36,24,C,business,Maharashtra,75000
L03923,2024-01-13,750000,14.28,48,B,vehicle,Delhi,75000
L03924,2024-10-19,100000,14.74,48,B,vehicle,Tamil Nadu,100000
L03925,2024-01-08,100000,17.78,36,C,vehicle,Delhi,35000
L03926,2024-02-11,750000,20.34,36,D,education,West Bengal,35000
L03927,2024-10-22,1000000,20.59,48,D,vehicle,Kerala,100000
L03928,2024-05-01,500000,11.83,24,A,education,Kerala,50000
L03929,2024-07-25,300000,13.83,36,B,vehicle,Karnataka,75000
L03930,2024-01-05,1000000,10.43,12,A,personal,Tamil Nadu,150000
L03931,2024-07-22,1000000,21.88,48,D,vehicle,Tamil Nadu,50000
L03932,2024-12-27,1000000,16.41,24,C,vehicle,Telangana,50000
L03933,2024-04-20,1000000,20.54,12,D,consumer_durable,West Bengal,25000
L03934,2024-01-10,100000,16.07,48,C,consumer_durable,Maharashtra,150000
L03935,2024-05-25,150000,13.83,48,B,education,Kerala,150000
L03936,2024-10-12,1000000,17.03,36,C,personal,Andhra Pradesh,75000
L03937,2024-08-04,50000,17.2,48,C,business,Gujarat,150000
L03938,2024-06-25,100000,25.03,48,E,vehicle,Delhi,75000
L03939,2024-08-26,300000,13.51,24,B,vehicle,Rajasthan,75000
L03940,2024-12-11,50000,17.49,24,C,education,Kerala,25000
L03941,2024-02-18,750000,16.87,24,C,consumer_durable,Rajasthan,50000
L03942,2024-09-25,1000000,16.18,24,C,consumer_durable,Delhi,35000
L03943,2024-07-17,500000,20.09,36,D,education,Telangana,100000
L03944,2024-01-05,150000,11.49,24,A,personal,Rajasthan,100000
L03945,2024-10-21,750000,16.56,24,C,business,Telangana,50000
L03946,2024-09-13,200000,16.72,36,C,vehicle,Karnataka,35000
L03947,2024-04-17,500000,20.78,48,D,personal,Maharashtra,100000
L03948,2024-05-14,200000,13.66,36,B,consumer_durable,West Bengal,25000
L03949,2024-07-09,50000,20.42,48,D,business,Andhra Pradesh,75000
L03950,2024-02-14,100000,17.31,12,C,vehicle,Tamil Nadu,25000
L03951,2024-04-24,50000,21.97,48,D,business,Gujarat,100000
L03952,2024-11-02,100000,17.28,12,C,business,Karnataka,50000
L03953,2024-06-05,200000,13.43,48,B,consumer_durable,Maharashtra,25000
L03954,2024-01-25,500000,20.63,12,D,vehicle,Kerala,50000
L03955,2024-09-01,1000000,16.39,12,C,personal,Karnataka,35000
L03956,2024-02-18,500000,21.71,12,D,business,Rajasthan,25000
L03957,2024-10-19,100000,14.2,12,B,vehicle,West Bengal,150000
L03958,2024-06-11,500000,16.07,12,C,education,Karnataka,150000
L03959,2024-10-14,200000,21.67,48,D,personal,Rajasthan,75000
L03960,2024-01-18,1000000,16.15,12,C,business,Kerala,35000
L03961,2024-09-23,200000,17.41,36,C,personal,Andhra Pradesh,150000
L03962,2024-10-08,750000,10.17,24,A,vehicle,Karnataka,35000
L03963,2024-03-02,500000,10.33,36,A,personal,Maharashtra,35000
L03964,2024-08-16,100000,14.87,36,B,education,Rajasthan,50000
L03965,2024-01-13,1000000,13.51,48,B,personal,Karnataka,150000
L03966,2024-12-05,150000,21.81,12,D,vehicle,Maharashtra,75000
L03967,2024-07-11,500000,17.89,48,C,personal,Tamil Nadu,25000
L03968,2024-11-03,750000,10.1,12,A,personal,Tamil Nadu,150000
L03969,2024-10-28,200000,17.75,24,C,vehicle,Maharashtra,35000
L03970,2024-03-02,1000000,14.16,48,B,vehicle,Telangana,25000
L03971,2024-09-22,500000,17.2,12,C,personal,Kerala,150000
L03972,2024-07-28,100000,14.14,12,B,business,Gujarat,25000
L03973,2024-01-27,100000,13.13,24,B,consumer_durable,Maharashtra,100000
L03974,2024-12-18,300000,11.55,12,A,business,Delhi,150000
L03975,2024-09-23,750000,17.68,12,C,education,Andhra Pradesh,25000
L03976,2024-10-11,200000,10.55,36,A,business,Kerala,50000
L03977,2024-11-26,750000,10.02,36,A,education,Maharashtra,75000
L03978,2024-07-14,1000000,20.52,24,D,education,Rajasthan,50000
L03979,2024-03-20,50000,13.97,36,B,personal,Delhi,35000
L03980,2024-06-15,50000,16.58,48,C,consumer_durable,Tamil Nadu,50000
L03981,2024-07-20,300000,20.91,12,D,education,Gujarat,35000
L03982,2024-05-16,750000,11.88,24,A,education,West Bengal,25000
L03983,2024-07-17,300000,14.34,36,B,education,Maharashtra,35000
L03984,2024-08-13,750000,25.26,12,E,personal,West Bengal,75000
L03985,2024-04-10,750000,10.87,24,A,business,West Bengal,100000
L03986,2024-01-04,750000,16.97,48,C,business,West Bengal,35000
L03987,2024-05-02,1000000,21.64,24,D,personal,Gujarat,75000
L03988,2024-03-11,200000,25.17,24,E,business,Tamil Nadu,35000
L03989,2024-07-27,500000,14.66,12,B,personal,Rajasthan,50000
L03990,2024-02-15,300000,17.2,24,C,personal,Gujarat,25000
L03991,2024-06-24,150000,13.02,24,B,business,Telangana,25000
L03992,2024-06-14,100000,11.03,12,A,business,Kerala,100000
L03993,2024-03-24,150000,10.48,12,A,personal,Kerala,25000
L03994,2024-12-08,300000,21.83,12,D,business,Karnataka,50000
L03995,2024-05-23,1000000,21.02,24,D,consumer_durable,Andhra Pradesh,100000
L03996,2024-05-02,150000,17.38,24,C,personal,Karnataka,75000
L03997,2024-04-16,150000,25.46,12,E,education,Karnataka,150000
L03998,2024-10-13,50000,11.61,24,A,business,Tamil Nadu,75000
L03999,2024-10-25,1000000,14.04,48,B,vehicle,Gujarat,50000
L04000,2024-06-28,1000000,14.94,24,B,consumer_durable,Telangana,150000
L04001,2024-08-27,150000,13.39,24,B,business,Delhi,50000
L04002,2024-04-11,150000,17.28,12,C,personal,Andhra Pradesh,100000
L04003,2024-06-02,150000,17.11,24,C,business,Gujarat,50000
L04004,2024-08-06,150000,11.02,12,A,business,Andhra Pradesh,75000
L04005,2024-12-02,750000,14.83,24,B,education,Rajasthan,75000
L04006,2024-11-05,1000000,10.16,12,A,consumer_durable,Gujarat,35000
L04007,2024-07-18,200000,11.43,36,A,education,Telangana,25000
L04008,2024-02-22,150000,13.79,12,B,consumer_durable,Delhi,150000
L04009,2024-05-08,100000,20.51,12,D,personal,Maharashtra,75000
L04010,2024-10-26,300000,10.71,48,A,business,Gujarat,150000
L04011,2024-04-03,300000,14.86,48,B,personal,Karnataka,150000
L04012,2024-04-09,200000,20.45,48,D,vehicle,Kerala,75000
L04013,2024-01-25,1000000,20.06,12,D,vehicle,Delhi,35000
L04014,2024-12-18,1000000,10.73,36,A,education,West Bengal,150000
L04015,2024-08-17,100000,11.68,48,A,personal,Tamil Nadu,25000
L04016,2024-05-07,150000,14.0,48,B,consumer_durable,Telangana,100000
L04017,2024-01-07,300000,11.17,24,A,personal,Tamil Nadu,35000
L04018,2024-01-15,500000,10.53,12,A,business,Andhra Pradesh,35000
L04019,2024-12-17,300000,17.46,24,C,consumer_durable,Rajasthan,75000
L04020,2024-08-09,1000000,14.45,12,B,consumer_durable,Maharashtra,35000
L04021,2024-06-13,750000,14.72,12,B,personal,Andhra Pradesh,75000
L04022,2024-09-28,150000,25.32,24,E,personal,Tamil Nadu,150000
L04023,2024-04-28,150000,16.24,48,C,education,Tamil Nadu,75000
L04024,2024-03-14,300000,14.53,36,B,vehicle,Kerala,35000
L04025,2024-12-25,50000,11.81,36,A,education,West Bengal,100000
L04026,2024-07-22,50000,11.8,48,A,personal,Delhi,100000
L04027,2024-04-09,200000,13.19,36,B,vehicle,Gujarat,100000
L04028,2024-09-03,300000,21.16,12,D,education,Delhi,75000
L04029,2024-03-04,150000,14.93,12,B,consumer_durable,Telangana,75000
L04030,2024-12-01,100000,13.95,36,B,education,Telangana,75000
L04031,2024-07-24,100000,10.17,36,A,education,Gujarat,50000
L04032,2024-05-06,500000,17.15,12,C,education,Telangana,75000
L04033,2024-04-25,200000,14.84,48,B,vehicle,West Bengal,50000
L04034,2024-08-14,150000,13.98,48,B,consumer_durable,Andhra Pradesh,50000
L04035,2024-07-03,500000,14.58,24,B,business,Karnataka,75000
L04036,2024-04-25,100000,11.17,12,A,education,Rajasthan,50000
L04037,2024-04-07,1000000,11.71,12,A,consumer_durable,West Bengal,25000
L04038,2024-02-03,50000,13.07,24,B,education,Karnataka,50000
L04039,2024-03-24,50000,13.62,24,B,consumer_durable,Delhi,75000
L04040,2024-10-20,100000,16.52,12,C,personal,Maharashtra,150000
L04041,2024-07-25,750000,13.19,36,B,consumer_durable,Kerala,25000
L04042,2024-08-08,100000,13.69,12,B,consumer_durable,Andhra Pradesh,100000
L04043,2024-04-13,750000,25.92,48,E,vehicle,Maharashtra,100000
L04044,2024-03-25,100000,16.09,24,C,consumer_durable,Tamil Nadu,75000
L04045,2024-09-26,150000,13.11,48,B,education,Kerala,75000
L04046,2024-10-16,300000,26.82,12,E,business,Gujarat,150000
L04047,2024-08-15,200000,13.31,12,B,personal,Karnataka,150000
L04048,2024-08-22,100000,14.67,48,B,vehicle,Tamil Nadu,150000
L04049,2024-10-14,750000,20.01,36,D,consumer_durable,Rajasthan,100000
L04050,2024-01-25,750000,17.51,36,C,education,Andhra Pradesh,35000
L04051,2024-08-28,750000,26.97,36,E,vehicle,Telangana,75000
L04052,2024-07-07,1000000,10.1,24,A,consumer_durable,West Bengal,75000
L04053,2024-05-24,500000,17.19,36,C,education,Andhra Pradesh,150000
L04054,2024-10-21,750000,17.24,36,C,consumer_durable,Karnataka,50000
L04055,2024-08-09,200000,13.55,36,B,personal,Tamil Nadu,50000
L04056,2024-08-06,500000,10.48,12,A,education,Delhi,150000
L04057,2024-04-21,750000,20.63,36,D,business,Maharashtra,35000
L04058,2024-01-25,500000,13.56,48,B,education,Maharashtra,50000
L04059,2024-09-12,200000,10.4,48,A,education,Telangana,35000
L04060,2024-10-13,100000,16.5,36,C,education,Maharashtra,150000
L04061,2024-08-07,50000,20.95,12,D,business,Karnataka,50000
L04062,2024-12-09,750000,10.44,12,A,business,Karnataka,25000
L04063,2024-09-08,150000,20.82,48,D,education,West Bengal,35000
L04064,2024-08-09,300000,11.85,48,A,business,West Bengal,75000
L04065,2024-03-16,200000,16.44,24,C,education,Kerala,75000
L04066,2024-01-23,500000,11.19,36,A,personal,Maharashtra,25000
L04067,2024-08-26,1000000,10.87,12,A,education,Gujarat,25000
L04068,2024-08-16,300000,14.18,48,B,vehicle,Rajasthan,35000
L04069,2024-05-09,50000,25.85,24,E,business,Andhra Pradesh,150000
L04070,2024-04-28,1000000,14.06,36,B,personal,Gujarat,150000
L04071,2024-03-25,150000,16.82,48,C,personal,West Bengal,100000
L04072,2024-01-16,750000,14.51,12,B,education,Karnataka,35000
L04073,2024-07-04,200000,17.77,24,C,education,Karnataka,35000
L04074,2024-10-21,1000000,10.51,36,A,personal,Telangana,35000
L04075,2024-12-17,1000000,13.02,12,B,consumer_durable,Kerala,25000
L04076,2024-06-04,750000,17.69,12,C,consumer_durable,Delhi,25000
L04077,2024-09-22,1000000,14.06,36,B,consumer_durable,Rajasthan,150000
L04078,2024-04-09,200000,11.61,36,A,consumer_durable,Telangana,75000
L04079,2024-12-22,500000,21.32,12,D,business,Delhi,100000
L04080,2024-10-01,150000,11.03,24,A,personal,Andhra Pradesh,100000
L04081,2024-07-26,200000,21.58,36,D,vehicle,Karnataka,75000
L04082,2024-09-27,500000,14.49,36,B,business,Delhi,25000
L04083,2024-10-07,500000,14.99,12,B,vehicle,Tamil Nadu,150000
L04084,2024-12-27,500000,10.87,36,A,vehicle,West Bengal,100000
L04085,2024-06-06,50000,16.25,24,C,personal,Tamil Nadu,100000
L04086,2024-04-01,750000,25.76,24,E,vehicle,Gujarat,75000
L04087,2024-01-15,50000,14.96,12,B,business,Delhi,25000
L04088,2024-03-01,1000000,20.42,12,D,vehicle,Kerala,50000
L04089,2024-05-05,500000,10.01,24,A,personal,Rajasthan,35000
L04090,2024-03-26,750000,17.87,12,C,business,Rajasthan,25000
L04091,2024-01-12,50000,17.13,36,C,education,Delhi,150000
L04092,2024-08-20,500000,13.89,48,B,vehicle,Kerala,100000
L04093,2024-12-11,150000,25.54,36,E,vehicle,Rajasthan,25000
L04094,2024-08-05,100000,14.07,24,B,education,Tamil Nadu,75000
L04095,2024-02-17,150000,26.17,36,E,vehicle,Gujarat,50000
L04096,2024-09-22,750000,17.55,12,C,business,Gujarat,100000
L04097,2024-02-19,50000,11.87,48,A,education,Gujarat,50000
L04098,2024-11-26,1000000,10.78,36,A,personal,Delhi,100000
L04099,2024-06-24,100000,14.77,12,B,education,Kerala,35000
L04100,2024-05-02,300000,16.81,24,C,business,Maharashtra,75000
L04101,2024-06-12,750000,26.19,36,E,education,Telangana,50000
L04102,2024-09-25,100000,21.72,24,D,vehicle,Andhra Pradesh,75000
L04103,2024-08-21,300000,16.89,48,C,consumer_durable,Delhi,50000
L04104,2024-12-04,150000,13.74,24,B,vehicle,Rajasthan,75000
L04105,2024-04-16,300000,11.47,48,A,education,Maharashtra,25000
L04106,2024-06-20,300000,14.75,36,B,education,Delhi,100000
L04107,2024-05-24,750000,16.92,12,C,consumer_durable,West Bengal,35000
L04108,2024-11-28,500000,11.58,48,A,personal,Tamil Nadu,50000
L04109,2024-01-06,200000,13.69,48,B,consumer_durable,Andhra Pradesh,50000
L04110,2024-02-26,50000,16.75,24,C,vehicle,Andhra Pradesh,35000
L04111,2024-02-10,750000,16.72,36,C,personal,Telangana,50000
L04112,2024-05-12,50000,10.11,36,A,education,Telangana,50000
L04113,2024-06-14,500000,14.78,24,B,personal,West Bengal,100000
L04114,2024-11-16,200000,25.41,48,E,consumer_durable,Rajasthan,25000
L04115,2024-05-26,500000,14.52,12,B,personal,Rajasthan,75000
L04116,2024-02-16,50000,16.59,12,C,business,Gujarat,150000
L04117,2024-02-21,500000,14.53,48,B,education,Telangana,35000
L04118,2024-10-22,750000,14.77,24,B,personal,West Bengal,25000
L04119,2024-01-03,500000,14.29,12,B,business,Gujarat,100000
L04120,2024-06-27,100000,10.19,24,A,vehicle,Maharashtra,35000
L04121,2024-12-07,50000,13.07,24,B,vehicle,Kerala,75000
L04122,2024-01-22,50000,10.37,24,A,education,Rajasthan,150000
L04123,2024-02-18,150000,14.89,24,B,education,Delhi,50000
L04124,2024-07-25,1000000,26.04,48,E,consumer_durable,West Bengal,35000
L04125,2024-03-24,300000,17.76,12,C,education,Telangana,50000
L04126,2024-03-24,100000,13.37,48,B,consumer_durable,Delhi,75000
L04127,2024-01-09,750000,10.61,48,A,education,Telangana,150000
L04128,2024-07-14,1000000,17.2,24,C,consumer_durable,Kerala,150000
L04129,2024-09-16,100000,14.37,48,B,business,Delhi,100000
L04130,2024-08-22,300000,13.78,12,B,business,Delhi,75000
L04131,2024-10-20,200000,21.97,36,D,vehicle,Karnataka,50000
L04132,2024-11-05,750000,13.81,24,B,education,Delhi,25000
L04133,2024-10-25,750000,26.58,12,E,education,Kerala,75000
L04134,2024-11-26,750000,10.78,12,A,personal,Rajasthan,35000
L04135,2024-11-21,150000,20.49,24,D,business,West Bengal,100000
L04136,2024-04-15,150000,14.81,24,B,vehicle,Andhra Pradesh,150000
L04137,2024-07-22,300000,13.11,12,B,vehicle,Rajasthan,75000
L04138,2024-09-11,300000,14.41,48,B,education,Telangana,25000
L04139,2024-07-22,500000,20.66,36,D,consumer_durable,West Bengal,150000
L04140,2024-08-17,500000,21.65,48,D,education,Maharashtra,25000
L04141,2024-12-05,500000,20.13,48,D,consumer_durable,West Bengal,50000
L04142,2024-07-08,300000,16.43,24,C,consumer_durable,Maharashtra,50000
L04143,2024-06-07,300000,14.92,36,B,business,Tamil Nadu,25000
L04144,2024-11-17,150000,10.18,48,A,consumer_durable,Delhi,75000
L04145,2024-04-11,500000,16.27,12,C,education,Karnataka,100000
L04146,2024-11-01,500000,26.34,36,E,consumer_durable,Gujarat,150000
L04147,2024-09-11,200000,10.63,12,A,education,Karnataka,150000
L04148,2024-03-23,200000,11.82,48,A,consumer_durable,West Bengal,150000
L04149,2024-11-19,150000,26.71,12,E,business,Tamil Nadu,35000
L04150,2024-01-24,100000,10.0,12,A,consumer_durable,Maharashtra,25000
L04151,2024-09-09,150000,14.21,36,B,consumer_durable,Delhi,100000
L04152,2024-10-01,750000,20.72,36,D,vehicle,Andhra Pradesh,25000
L04153,2024-07-04,500000,17.23,12,C,business,Telangana,50000
L04154,2024-01-21,200000,20.09,48,D,consumer_durable,Gujarat,25000
L04155,2024-10-25,750000,10.15,24,A,vehicle,Karnataka,75000
L04156,2024-04-27,1000000,13.58,48,B,personal,Delhi,75000
L04157,2024-04-03,150000,10.09,24,A,consumer_durable,Delhi,35000
L04158,2024-07-12,150000,16.83,48,C,personal,Tamil Nadu,35000
L04159,2024-06-11,100000,11.81,12,A,consumer_durable,Tamil Nadu,50000
L04160,2024-07-15,500000,13.68,24,B,personal,Telangana,75000
L04161,2024-03-15,1000000,17.49,36,C,personal,Maharashtra,25000
L04162,2024-11-14,500000,21.81,48,D,personal,West Bengal,100000
L04163,2024-02-06,1000000,11.91,12,A,education,Karnataka,75000
L04164,2024-04-12,200000,14.62,24,B,education,Telangana,150000
L04165,2024-06-09,50000,21.26,36,D,education,Gujarat,25000
L04166,2024-01-15,750000,20.66,36,D,vehicle,Tamil Nadu,25000
L04167,2024-05-06,200000,16.06,48,C,business,West Bengal,150000
L04168,2024-11-11,500000,14.26,12,B,education,Maharashtra,35000
L04169,2024-11-03,300000,16.14,36,C,business,Rajasthan,100000
L04170,2024-10-08,500000,10.2,24,A,business,West Bengal,50000
L04171,2024-04-25,200000,17.96,24,C,personal,Gujarat,75000
L04172,2024-04-15,500000,17.4,12,C,personal,Kerala,100000
L04173,2024-05-08,100000,20.81,48,D,consumer_durable,Maharashtra,150000
L04174,2024-01-27,100000,17.57,36,C,consumer_durable,Maharashtra,25000
L04175,2024-10-06,500000,21.41,24,D,vehicle,Kerala,150000
L04176,2024-09-12,1000000,14.28,48,B,education,Karnataka,75000
L04177,2024-06-20,1000000,13.75,12,B,consumer_durable,Telangana,150000
L04178,2024-12-03,200000,16.06,12,C,business,Gujarat,100000
L04179,2024-09-07,750000,11.21,24,A,personal,Andhra Pradesh,100000
L04180,2024-08-01,750000,10.58,36,A,business,Maharashtra,75000
L04181,2024-06-27,300000,14.86,24,B,business,Kerala,35000
L04182,2024-11-16,500000,25.93,48,E,business,Maharashtra,100000
L04183,2024-08-18,150000,11.74,36,A,consumer_durable,Tamil Nadu,150000
L04184,2024-10-22,150000,25.9,24,E,consumer_durable,Maharashtra,35000
L04185,2024-02-04,750000,26.58,48,E,education,Maharashtra,150000
L04186,2024-01-19,200000,10.87,12,A,education,Delhi,100000
L04187,2024-01-02,100000,11.31,24,A,vehicle,Andhra Pradesh,150000
L04188,2024-06-28,150000,14.05,48,B,consumer_durable,Andhra Pradesh,75000
L04189,2024-10-15,100000,16.56,24,C,consumer_durable,Rajasthan,35000
L04190,2024-06-14,100000,20.21,48,D,business,West Bengal,25000
L04191,2024-06-20,1000000,25.4,36,E,consumer_durable,Kerala,150000
L04192,2024-06-28,150000,10.3,12,A,vehicle,Gujarat,75000
L04193,2024-12-17,1000000,11.59,24,A,business,Maharashtra,25000
L04194,2024-12-09,100000,13.85,48,B,consumer_durable,Telangana,50000
L04195,2024-08-24,150000,14.46,48,B,business,Rajasthan,75000
L04196,2024-10-08,300000,26.0,36,E,education,Kerala,150000
L04197,2024-05-07,500000,17.31,24,C,business,West Bengal,100000
L04198,2024-03-12,1000000,14.5,24,B,personal,Karnataka,100000
L04199,2024-07-21,750000,11.78,12,A,vehicle,West Bengal,75000
L04200,2024-10-19,100000,11.14,24,A,vehicle,Gujarat,35000
L04201,2024-04-25,200000,17.25,48,C,education,Telangana,25000
L04202,2024-09-26,750000,14.06,48,B,business,Telangana,35000
L04203,2024-12-06,500000,13.36,12,B,vehicle,Kerala,150000
L04204,2024-09-04,1000000,10.51,12,A,vehicle,Rajasthan,35000
L04205,2024-06-04,200000,13.58,48,B,vehicle,Kerala,35000
L04206,2024-02-15,150000,21.16,48,D,education,West Bengal,50000
L04207,2024-10-21,50000,21.59,36,D,consumer_durable,Gujarat,150000
L04208,2024-08-23,500000,16.65,48,C,consumer_durable,Kerala,25000
L04209,2024-03-22,200000,13.15,36,B,vehicle,Delhi,150000
L04210,2024-12-03,500000,13.5,12,B,business,Andhra Pradesh,50000
L04211,2024-08-06,150000,11.8,12,A,education,Delhi,100000
L04212,2024-12-28,200000,10.76,36,A,consumer_durable,Gujarat,75000
L04213,2024-10-04,300000,10.39,48,A,education,West Bengal,75000
L04214,2024-07-19,500000,25.65,36,E,vehicle,Kerala,150000
L04215,2024-01-26,300000,21.6,12,D,personal,Delhi,35000
L04216,2024-04-12,1000000,20.52,36,D,education,Tamil Nadu,25000
L04217,2024-09-26,50000,20.21,12,D,education,Rajasthan,150000
L04218,2024-03-25,100000,16.43,24,C,business,Andhra Pradesh,50000
L04219,2024-11-03,300000,11.59,12,A,personal,Gujarat,150000
